taxon_name,aus_native
Pultenaea whiteana,TRUE
Pultenaea williamsoniana,TRUE
Pultenaea williamsonii,TRUE
Pultenaea wudjariensis,TRUE
Punica granatum,FALSE
Pupalia lappacea,TRUE
Pupalia micrantha,TRUE
Pycnarrhena novoguineensis,TRUE
Pycnarrhena ozantha,TRUE
Pycnosorus chrysanthus,TRUE
Pycnosorus chrysanthus,TRUE
Pycnosorus eremaeus,TRUE
Pycnosorus globosus,TRUE
Pycnosorus melleus,TRUE
Pycnosorus pleiocephalus,TRUE
Pycnosorus thompsonianus,TRUE
Pycnospora lutescens,TRUE
Pycnostachys urticifolia,FALSE
Cyperus flavidus,TRUE
Premna herbacea,TRUE
Pyracantha angustifolia,FALSE
Pyracantha coccinea,FALSE
Pyracantha fortuneana,FALSE
Pyracantha crenulata,FALSE
Pyracantha fortuneana,FALSE
Pyracantha koidzumii,FALSE
Pyracantha rogersiana,FALSE
Pyrostegia venusta,FALSE
Pyrrosia confluens,TRUE
Pyrrosia confluens var. confluens,TRUE
Pyrrosia confluens var. dielsii,TRUE
Pyrrosia lanceolata,TRUE
Pyrrosia longifolia,TRUE
Pyrrosia rupestris,TRUE
Pyrus amygdaliformis,FALSE
Pyrus calleryana,FALSE
Pyrus communis,FALSE
Samadera baileyana,TRUE
Samadera bidwillii,TRUE
Samadera sp. Moonee Creek (J.King s.n. Nov. 1949),TRUE
Samadera sp. Mt Nardi (B.L.Walker AQ330746),TRUE
Cyperus hyalinus,TRUE
Quercus palustris,FALSE
Quercus robur,FALSE
Quercus suber,FALSE
Quinetia urvillei,TRUE
Quinqueremulus linearis,TRUE
Quintinia fawkneri,TRUE
Quintinia quatrefagesii,TRUE
Quintinia sieberi,TRUE
Quintinia verdonii,TRUE
Quisqualis indica,TRUE
Quoya atriplicina,TRUE
Quoya cuneata,TRUE
Quoya dilatata,TRUE
Quoya loxocarpa,TRUE
Quoya oldfieldii,TRUE
Quoya paniculata,TRUE
Quoya verbascina,TRUE
Radyera farragei,TRUE
Randia audasii,TRUE
Atractocarpus benthamianus,TRUE
Atractocarpus chartaceus,TRUE
Randia exaltata,FALSE
Atractocarpus fitzalanii,TRUE
Atractocarpus hirtus,TRUE
Randia moorei,TRUE
Atractocarpus sessilis,TRUE
Coelospermum purpureum,TRUE
Randia sp. Gordon Creek (B.P.Hyland 15252),TRUE
Randia tuberculosa,TRUE
Ranunculus acaulis,TRUE
Ranunculus acris,FALSE
Ranunculus acris subsp. acris,FALSE
Ranunculus acrophilus,TRUE
Ranunculus amphitrichus,TRUE
Ranunculus amplus,TRUE
Ranunculus anemoneus,TRUE
Ranunculus arvensis,FALSE
Ranunculus clivicola,TRUE
Ranunculus collicola,TRUE
Ranunculus collinus,TRUE
Ranunculus colonorum,TRUE
Ranunculus crassipes,TRUE
Ranunculus decurvus,TRUE
Ranunculus diminutus,TRUE
Ranunculus dissectifolius,TRUE
Ranunculus eichlerianus,TRUE
Ranunculus flammula,FALSE
Ranunculus flammula subsp. flammula,FALSE
Ranunculus glabrifolius,TRUE
Ranunculus graniticola,TRUE
Ranunculus gunnianus,TRUE
Ranunculus hamatosetosus,TRUE
Ranunculus inundatus,TRUE
Ranunculus jugosus,TRUE
Ranunculus lappaceus,TRUE
Ranunculus meristus,TRUE
Ranunculus millanii,TRUE
Ranunculus muelleri,TRUE
Ranunculus muelleri,TRUE
Ranunculus muricatus,FALSE
Ranunculus nanus,TRUE
Ranunculus niphophilus,TRUE
Ranunculus ophioglossifolius,FALSE
Ranunculus pachycarpus,TRUE
Ranunculus papulentus,TRUE
Ranunculus parviflorus,FALSE
Ranunculus pascuinus,TRUE
Ranunculus pentandrus,TRUE
Ranunculus pentandrus var. pentandrus,TRUE
Ranunculus pentandrus var. platycarpus,TRUE
Ranunculus pimpinellifolius,TRUE
Ranunculus plebeius,TRUE
Ranunculus prasinus,TRUE
Ranunculus productus,TRUE
Ranunculus pumilio,TRUE
Ranunculus pumilio var. politus,TRUE
Ranunculus pumilio var. pumilio,TRUE
Ranunculus repens,FALSE
Ranunculus amphitrichus,TRUE
Ranunculus robertsonii,TRUE
Ranunculus sardous,FALSE
Ranunculus scapiger,TRUE
Ranunculus sceleratus,FALSE
Ranunculus sceleratus subsp. sceleratus,FALSE
Ranunculus sessiliflorus,TRUE
Ranunculus sessiliflorus var. pilulifer,TRUE
Ranunculus sessiliflorus var. sessiliflorus,TRUE
Ranunculus setaceus,TRUE
Ranunculus diminutus,TRUE
Ranunculus sp. Clifton (S.R.Walsh 7.71),TRUE
Ranunculus trichophyllus,TRUE
Ranunculus trilobus,FALSE
Ranunculus triplodontus,TRUE
Ranunculus undosus,TRUE
Ranunculus victoriensis,TRUE
Ranunculus x ligulatus,TRUE
Myrsine achradifolia,TRUE
Myrsine benthamiana,TRUE
Myrsine crassifolia,TRUE
Myrsine howittiana,TRUE
Myrsine porosa,TRUE
Myrsine richmondensis,TRUE
Myrsine subsessilis,TRUE
Myrsine urceolata,TRUE
Myrsine variabilis,TRUE
Raphanus maritimus,FALSE
Raphanus raphanistrum,FALSE
Raphanus sativus,FALSE
Rapistrum rugosum,FALSE
Rauvolfia tetraphylla,FALSE
Melodorum leichhardtii,TRUE
Reedia spathacea,TRUE
Regelia ciliata,TRUE
Regelia cymbifolia,TRUE
Regelia inops,TRUE
Regelia megacephala,TRUE
Petraeomyrtus punicea,TRUE
Regelia velutina,TRUE
Reichardia picroides,FALSE
Reichardia tingitana,FALSE
Reinwardtia indica,FALSE
Remusatia vivipara,TRUE
Reseda alba,FALSE
Reseda lutea,FALSE
Reseda luteola,FALSE
Reseda odorata,FALSE
Reseda phyteuma,FALSE
Baloskion australe,TRUE
Eurychorda complanata,TRUE
Chordifex dimorphus,TRUE
Chordifex fastigiatus,TRUE
Baloskion gracile,TRUE
Chordifex hookeri,TRUE
Chordifex monocephalus,TRUE
Baloskion tetraphyllum,TRUE
Baloskion tetraphyllum subsp. meiostachyum,TRUE
Baloskion tetraphyllum subsp. tetraphyllum,TRUE
Retama raetam,FALSE
Fallopia japonica,FALSE
Fallopia sachalinensis,FALSE
Rhadinothamnus anceps,TRUE
Rhadinothamnus euphemiae,TRUE
Rhadinothamnus rudis,TRUE
Rhagodia acicularis,TRUE
Rhagodia baccata,TRUE
Rhagodia candolleana,TRUE
Rhagodia candolleana subsp. argentea,TRUE
Rhagodia candolleana subsp. candolleana,TRUE
Rhagodia crassifolia,TRUE
Rhagodia drummondii,TRUE
Rhagodia eremaea,TRUE
Chenopodium gaudichaudianum,TRUE
Einadia hastata,TRUE
Rhagodia latifolia,TRUE
Einadia nutans,TRUE
Rhagodia parabolica,TRUE
Rhagodia preissii,TRUE
Rhagodia preissii subsp. preissii,TRUE
Rhagodia sp. Hamersley (M.Trudgen 17794),TRUE
Rhagodia sp. Watheroo (R.J.Cranfield & P.J.Spencer 8183),TRUE
Rhagodia sp. Yeelirrie Station (K.A.Shepherd et al. 1396),TRUE
Rhagodia spinescens,TRUE
Rhagodia ulicina,TRUE
Rhamnella vitiensis,TRUE
Rhamnus alaternus,FALSE
Rhamnus napalensis,TRUE
Rhamphicarpa australiensis,TRUE
Rhaphidophora australasica,TRUE
Rhaphidophora hayi,TRUE
Rhaphidophora petrieana,TRUE
Rhaphidospora bonneyana,TRUE
Rhaphidospora cavernarum,TRUE
Rhaphiolepis indica,FALSE
Rhaphiolepis umbellata,FALSE
Rhaponticum australe,TRUE
Rhaponticum repens,FALSE
Rhetinocarpha suffruticosa,TRUE
Rhinerrhizopsis matutina,TRUE
Rhizanthella gardneri,TRUE
Rhizanthella slateri,TRUE
Rhizophora apiculata,TRUE
Rhizophora mucronata,TRUE
Rhizophora stylosa,TRUE
Rhizophora x lamarckii,TRUE
Rhodamnia acuminata,TRUE
Rhodamnia angustifolia,TRUE
Rhodamnia arenaria,TRUE
Rhodamnia argentea,TRUE
Rhodamnia australis,TRUE
Rhodamnia blairiana,TRUE
Rhodamnia costata,TRUE
Rhodamnia dumicola,TRUE
Rhodamnia fordii,TRUE
Rhodamnia glabrescens,TRUE
Rhodamnia spongiosa,TRUE
Rhodamnia hylandii,TRUE
Rhodamnia longisepala,TRUE
Rhodamnia maideniana,TRUE
Rhodamnia pauciovulata,TRUE
Rhodamnia rubescens,TRUE
Rhodamnia sessiliflora,TRUE
Rhodamnia sharpeana,TRUE
Rhodamnia sharpeana,TRUE
Rhodamnia spongiosa,TRUE
Rhodamnia whiteana,TRUE
Rhodanthe anthemoides,TRUE
Rhodanthe ascendens,TRUE
Rhodanthe battii,TRUE
Rhodanthe charsleyae,TRUE
Rhodanthe chlorocephala,TRUE
Rhodanthe chlorocephala subsp. rosea,TRUE
Rhodanthe chlorocephala subsp. splendida,TRUE
Rhodanthe citrina,TRUE
Rhodanthe collina,TRUE
Rhodanthe condensata,TRUE
Rhodanthe corymbiflora,TRUE
Rhodanthe corymbosa,TRUE
Rhodanthe cremea,TRUE
Rhodanthe diffusa,TRUE
Rhodanthe diffusa subsp. diffusa,TRUE
Rhodanthe diffusa subsp. leucactina,TRUE
Rhodanthe floribunda,TRUE
Rhodanthe forrestii,TRUE
Rhodanthe frenchii,TRUE
Rhodanthe fuscescens,TRUE
Rhodanthe gossypina,TRUE
Rhodanthe haigii,TRUE
Rhodanthe heterantha,TRUE
Rhodanthe humboldtiana,TRUE
Rhodanthe laevis,TRUE
Rhodanthe manglesii,TRUE
Rhodanthe margarethae,TRUE
Rhodanthe maryonii,TRUE
Rhodanthe microglossa,TRUE
Rhodanthe moschata,TRUE
Rhodanthe nullarborensis,TRUE
Rhodanthe oppositifolia,TRUE
Rhodanthe oppositifolia subsp. oppositifolia,TRUE
Rhodanthe polakii,TRUE
Rhodanthe polycephala,TRUE
Rhodanthe polygalifolia,TRUE
Rhodanthe polyphylla,TRUE
Rhodanthe propinqua,TRUE
Rhodanthe psammophila,TRUE
Rhodanthe pygmaea,TRUE
Rhodanthe pyrethrum,TRUE
Rhodanthe rubella,TRUE
Rhodanthe rufescens,TRUE
Rhodanthe sp. Overlander (P.S.Short 2096),TRUE
Rhodanthe sp. Point Lookout (J.J.Bruhl 2078),TRUE
Rhodanthe sphaerocephala,TRUE
Rhodanthe spicata,TRUE
Rhodanthe sterilescens,TRUE
Rhodanthe stricta,TRUE
Rhodanthe stuartiana,TRUE
Rhodanthe tietkensii,TRUE
Rhodanthe troedelii,TRUE
Rhodanthe uniflora,TRUE
Rhododendron lochiae,TRUE
Rhododendron ponticum,FALSE
Rhododendron lochiae,TRUE
Rhodomyrtus canescens,TRUE
Rhodomyrtus effusa,TRUE
Rhodomyrtus macrocarpa,TRUE
Rhodomyrtus pervagata,TRUE
Rhodomyrtus psidioides,TRUE
Rhodomyrtus sericea,TRUE
Rhodomyrtus trineura,TRUE
Rhodomyrtus trineura subsp. capensis,TRUE
Rhodomyrtus trineura subsp. trineura,TRUE
Rhodosphaera rhodanthema,TRUE
Rhopalostylis baueri,TRUE
Rhus taitensis,TRUE
Rhus typhina,FALSE
Rhyncharrhena linearis,TRUE
Melinis repens,FALSE
Rhynchosia acuminatissima,TRUE
Rhynchosia australis,TRUE
Rhynchosia bungarensis,TRUE
Rhynchosia filiformis,TRUE
Rhynchosia minima,TRUE
Rhynchosia rostrata,TRUE
Rhynchospora affinis,TRUE
Rhynchospora brownii,TRUE
Rhynchospora brownii,TRUE
Rhynchospora chinensis,TRUE
Rhynchospora corymbifera,TRUE
Rhynchospora corymbosa,TRUE
Rhynchospora croydonensis,TRUE
Rhynchospora exserta,TRUE
Rhynchospora gracillima,TRUE
Rhynchospora heterochaeta,TRUE
Rhynchospora leae,TRUE
Rhynchospora longisetis,TRUE
Rhynchospora pterochaeta,TRUE
Rhynchospora rubra,TRUE
Rhynchospora sp. A Kimberley Flora (C.R.Dunlop 5329),TRUE
Rhynchospora sp. Arnhem (P.K.Latz 2999),TRUE
Rhynchospora sp. B Kimberley Flora (A.S.Weston 12363),TRUE
Rhynchospora sp. Koongarra (B.L.Rice 2486),TRUE
Rhynchospora sp. Wessel (P.K.Latz 3376),TRUE
Rhynchospora submarginata,TRUE
Rhynchospora subtenuifolia,TRUE
Rhynchospora wightiana,TRUE
Rhysotoechia bifoliolata,TRUE
Rhysotoechia bifoliolata subsp. bifoliolata,TRUE
Rhysotoechia bifoliolata subsp. nitida,TRUE
Rhysotoechia flavescens,TRUE
Rhysotoechia florulenta,TRUE
Rhysotoechia mortoniana,TRUE
Rhysotoechia robertsonii,TRUE
Stigmaphyllon timoriense,TRUE
Rhytidosporum alpinum,TRUE
Rhytidosporum diosmoides,TRUE
Rhytidosporum inconspicuum,TRUE
Rhytidosporum procumbens,TRUE
Rhytidosporum prostratum,TRUE
Ribes nigrum,FALSE
Ribes sanguineum,FALSE
Ribes uva-crispa,FALSE
Richardia brasiliensis,FALSE
Richardia humistrata,FALSE
Richardia scabra,FALSE
Richardia stellaris,FALSE
Richea acerosa,TRUE
Richea alpina,TRUE
Richea continentis,TRUE
Richea dracophylla,TRUE
Richea gunnii,TRUE
Richea milliganii,TRUE
Richea pandanifolia,TRUE
Richea pandanifolia subsp. pandanifolia,TRUE
Richea pandanifolia subsp. ramulosa,TRUE
Richea procera,TRUE
Richea scoparia,TRUE
Richea sprengelioides,TRUE
Richea victoriana,TRUE
Richea x curtisiae,TRUE
Ricinocarpos bowmanii,TRUE
Ricinocarpos brevis,TRUE
Ricinocarpos caniana,TRUE
Ricinocarpos crispatus,TRUE
Ricinocarpos cyanescens,TRUE
Ricinocarpos glaucus,TRUE
Ricinocarpos gloria-medii,TRUE
Ricinocarpos graniticus,TRUE
Ricinocarpos ledifolius,TRUE
Ricinocarpos linearifolius,TRUE
Ricinocarpos marginatus,TRUE
Ricinocarpos megalocarpus,TRUE
Ricinocarpos muricatus,TRUE
Ricinocarpos oliganthus,TRUE
Ricinocarpos pilifer,TRUE
Ricinocarpos pinifolius,TRUE
Ricinocarpos psilocladus,TRUE
Ricinocarpos rosmarinifolius,TRUE
Ricinocarpos ruminatus,TRUE
Ricinocarpos sp. Eastern Goldfields (A.Williams 3),TRUE
Ricinocarpos speciosus,TRUE
Ricinocarpos stylosus,TRUE
Ricinocarpos trachyphyllus,TRUE
Ricinocarpos trichophorus,TRUE
Ricinocarpos trichophyllus,TRUE
Ricinocarpos tuberculatus,TRUE
Ricinocarpos undulatus,TRUE
Ricinocarpos velutinus,TRUE
Ricinocarpos verrucosus,TRUE
Ricinocarpos pinifolius,TRUE
Ricinus communis,FALSE
Rinorea bengalensis,TRUE
Rinorea bengalensis f. bengalensis,TRUE
Rinzia affinis,TRUE
Rinzia carnosa,TRUE
Rinzia communis,TRUE
Rinzia crassifolia,TRUE
Rinzia dimorphandra,TRUE
Rinzia fumana,TRUE
Rinzia longifolia,TRUE
Rinzia morrisonii,TRUE
Rinzia oxycoccoides,TRUE
Rinzia rubra,TRUE
Rinzia schollerifolia,TRUE
Rinzia sessilis,TRUE
Rinzia sp. Darling Range (F.Hort 2040),TRUE
Ripogonum album,TRUE
Ripogonum brevifolium,TRUE
Ripogonum discolor,TRUE
Ripogonum elseyanum,TRUE
Ripogonum fawcettianum,TRUE
Ristantia gouldii,TRUE
Ristantia pachysperma,TRUE
Ristantia waterhousei,TRUE
Rivina humilis,FALSE
Robinia pseudoacacia,FALSE
Rockinghamia angustifolia,TRUE
Rockinghamia brevipes,TRUE
Roebuckiella cheilocarpa,TRUE
Roebuckiella cheilocarpa var. cheilocarpa,TRUE
Roebuckiella cheilocarpa var. glabrata,TRUE
Roebuckiella cheilocarpa var. integra,TRUE
Roebuckiella cheilocarpa var. quobbensis,TRUE
Roebuckiella chinnockii,TRUE
Roebuckiella ciliocarpa,TRUE
Roebuckiella cuneata,TRUE
Roebuckiella halophila,TRUE
Roebuckiella lathamensis,TRUE
Roebuckiella lathamensis var. glabrata,TRUE
Roebuckiella lathamensis var. glandulosa,TRUE
Roebuckiella lathamensis var. lathamensis,TRUE
Roebuckiella nerrenensis,TRUE
Roebuckiella oncocarpa,TRUE
Roebuckiella similis,TRUE
Roemeria hybrida,FALSE
Roepera ammophila,TRUE
Roepera angustifolia,TRUE
Roepera apiculata,TRUE
Roepera aurantiaca,TRUE
Roepera billardierei,TRUE
Roepera compressa,TRUE
Roepera confluens,TRUE
Roepera crassissima,TRUE
Roepera crenata,TRUE
Roepera eichleri,TRUE
Roepera emarginata,TRUE
Roepera eremaea,TRUE
Roepera flava,TRUE
Roepera fruticulosa,TRUE
Roepera glauca,TRUE
Roepera halophila,TRUE
Roepera howittii,TRUE
Roepera humillima,TRUE
Roepera hybrida,TRUE
Roepera iodocarpa,TRUE
Roepera kochii,TRUE
Roepera lobulata,TRUE
Roepera marliesiae,TRUE
Roepera ovata,TRUE
Roepera prismatotheca,TRUE
Roepera reticulata,TRUE
Roepera retivalvis,TRUE
Roepera rowelliae,TRUE
Roepera similis,TRUE
Roepera tesquorum,TRUE
Roepera tetraptera,TRUE
Roldana petasitis,FALSE
Romnalda grallata,TRUE
Romnalda sp. Cooper Creek (P.I.Forster+ PIF4402),TRUE
Romnalda strobilacea,TRUE
Romneya coulteri,FALSE
Romneya trichocalyx,FALSE
Romulea flava,FALSE
Romulea flava var. minor,FALSE
Romulea minutiflora,FALSE
Romulea obscura,FALSE
Romulea rosea,FALSE
Romulea rosea var. australis,FALSE
Romulea rosea var. communis,FALSE
Romulea rosea var. reflexa,FALSE
Rorippa cygnorum,TRUE
Rorippa dictyosperma,TRUE
Rorippa dietrichiana,TRUE
Rorippa eustylis,TRUE
Rorippa gigantea,TRUE
Rorippa laciniata,TRUE
Rorippa microphylla,FALSE
Rorippa nasturtium-aquaticum,FALSE
Rorippa palustris,FALSE
Rorippa sylvestris,FALSE
Rosa bracteata,FALSE
Rosa canina,FALSE
Rosa chinensis,FALSE
Rosa chinensis x Rosa moschata,FALSE
Rosa chinensis x Rosa multiflora,FALSE
Rosa gallica,FALSE
Rosa indica,FALSE
Rosa laevigata,FALSE
Rosa luciae,FALSE
Rosa odorata,FALSE
Rosa roxburghii,FALSE
Rosa rubiginosa,FALSE
Rosa x damascena,FALSE
Rosmarinus officinalis,FALSE
Rostellularia adscendens,TRUE
Rostellularia adscendens subsp. adscendens,TRUE
Rostellularia adscendens var. adscendens,TRUE
Rostellularia adscendens var. clementii,TRUE
Rostellularia adscendens var. hispida,TRUE
Rostellularia adscendens var. juncea,TRUE
Rostellularia adscendens var. largiflorens,TRUE
Rostellularia adscendens var. latifolia,TRUE
Rostellularia adscendens var. pogonanthera,TRUE
Rostellularia obtusa,TRUE
Rostellularia adscendens var. pogonanthera,TRUE
Rostraria cristata,FALSE
Rostraria pumila,FALSE
Rotala diandra,TRUE
Rotala mexicana,TRUE
Rotala occultiflora,TRUE
Rotala rosea,TRUE
Rotala rotundifolia,TRUE
Rotala tripartita,TRUE
Rotheca myricoides,FALSE
Rothia indica,TRUE
Rottboellia cochinchinensis,TRUE
Rottboellia coelorachis,FALSE
Mnesithea formosa,TRUE
Rourea brachyandra,TRUE
Roycea divaricata,TRUE
Roycea pycnophylloides,TRUE
Roycea spinescens,TRUE
Rubus alceifolius,FALSE
Rubus laudatus,FALSE
Rubus anglocandicans,FALSE
Rubus leucostachys,FALSE
Rubus cissburiensis,FALSE
Rubus anglocandicans,FALSE
Rubus echinatus,FALSE
Rubus ellipticus,FALSE
Rubus erythrops,FALSE
Rubus anglocandicans,FALSE
Rubus gunnianus,TRUE
Rubus moluccanus var. moluccanus,TRUE
Rubus idaeus,FALSE
Rubus laciniatus,FALSE
Rubus laudatus,FALSE
Rubus leightonii,FALSE
Rubus leucostachys,FALSE
Rubus loganobaccus,FALSE
Rubus moluccanus,TRUE
Rubus moluccanus var. moluccanus,TRUE
Rubus moluccanus var. trilobus,TRUE
Rubus moorei,TRUE
Rubus nebulosus,TRUE
Rubus niveus,TRUE
Rubus parviflorus,FALSE
Rubus parvifolius,TRUE
Rubus phaeocarpus,FALSE
Rubus philadelphicus,FALSE
Rubus phoenicolasius,FALSE
Rubus polyanthemus,FALSE
Rubus probus,TRUE
Rubus queenslandicus,TRUE
Rubus riddelsdellii,FALSE
Rubus roribaccus,FALSE
Rubus rosifolius,TRUE
Rubus rosifolius var. commersonii,TRUE
Rubus rosifolius var. rosifolius,TRUE
Rubus rubritinctus,FALSE
Rubus rugosus,FALSE
Rubus sp. Scott Creek (D.E.Symon 16054),FALSE
Rubus sp. Tasmania (J.R.Hosking 1551),FALSE
Rubus ulmifolius,FALSE
Rubus ulmifolius var. anoplothyrsus,FALSE
Rubus ulmifolius var. ulmifolius,FALSE
Rubus loganobaccus,FALSE
Rubus vestitus,FALSE
Rubus x novus,TRUE
Brunoniella australis,TRUE
Ruellia blechum,FALSE
Ruellia ciliosa,FALSE
Ruellia repens,FALSE
Ruellia simplex,FALSE
Ruellia solitaria,FALSE
Ruellia sp. A Kimberley Flora (K.F.Kenneally 9007),TRUE
Ruellia squarrosa,FALSE
Ruellia tuberosa,FALSE
Commersonia corylifolia,TRUE
Commersonia craurophylla,TRUE
Commersonia cygnorum,TRUE
Commersonia dasyphylla,TRUE
Commersonia hermanniifolia,TRUE
Androcalva loxophylla,TRUE
Commersonia magniflora,TRUE
Androcalva procumbens,TRUE
Commersonia prostrata,TRUE
Commersonia rugosa,TRUE
Commersonia salviifolia,TRUE
Commersonia salviifolia,TRUE
Rumex acetosella,FALSE
Rumex brownii,TRUE
Rumex bidens,TRUE
Rumex brownii,TRUE
Rumex bucephalophorus,FALSE
Rumex conglomeratus,FALSE
Rumex crispus,FALSE
Rumex crystallinus,TRUE
Rumex drummondii,TRUE
Rumex dumosus,TRUE
Rumex dumosus,TRUE
Rumex dumosus,TRUE
Rumex frutescens,FALSE
Rumex hymenosepalus,FALSE
Rumex hypogaeus,FALSE
Rumex obtusifolius,FALSE
Rumex pulcher,FALSE
Rumex pulcher subsp. pulcher,FALSE
Rumex sagittatus,FALSE
Rumex spinosus,FALSE
Rumex stenoglottis,TRUE
Rumex tenax,TRUE
Rumex vesicarius,FALSE
Rumex x comaumensis,TRUE
Rumex x johannis-moorei,TRUE
Rumex x muretii,TRUE
Rumex x pratensis,FALSE
Rumex x pseudopulcher,FALSE
Rumex x schultzei,TRUE
Rumicastrum chamaecladum,TRUE
Rumohra adiantiformis,TRUE
Epacris apiculata,TRUE
Epacris pilosa,TRUE
Epacris decumbens,TRUE
Epacris sprengelioides,TRUE
Ruppia maritima,TRUE
Ruppia megacarpa,TRUE
Ruppia polycarpa,TRUE
Ruppia tuberosa,TRUE
Ruschia geminiflora,FALSE
Ruschia geminiflora,FALSE
Russelia equisetiformis,FALSE
Ruta graveolens,FALSE
Rutidosis crispata,TRUE
Rutidosis glandulosa,TRUE
Rutidosis helichrysoides,TRUE
Rutidosis helichrysoides subsp. helichrysoides,TRUE
Rutidosis heterogama,TRUE
Rutidosis lanata,TRUE
Rutidosis leiolepis,TRUE
Rutidosis leptorhynchoides,TRUE
Rutidosis leptorhynchoides,TRUE
Rutidosis leucantha,TRUE
Siloxerus multiflorus,TRUE
Rutidosis murchisonii,TRUE
Ryparosa kurrangii,TRUE
Ryparosa kurrangii,TRUE
Ryticaryum longifolium,TRUE
Rytidosperma acerosum,TRUE
Rytidosperma alpicola,TRUE
Rytidosperma auriculatum,TRUE
Rytidosperma australe,TRUE
Rytidosperma bipartitum,TRUE
Rytidosperma caespitosum,TRUE
Rytidosperma carphoides,TRUE
Rytidosperma carphoides,TRUE
Rytidosperma carphoides,TRUE
Rytidosperma clelandii,TRUE
Rytidosperma diemenicum,TRUE
Rytidosperma dimidiatum,TRUE
Rytidosperma duttonianum,TRUE
Rytidosperma erianthum,TRUE
Rytidosperma fortunae-hibernae,TRUE
Rytidosperma fulvum,TRUE
Rytidosperma geniculatum,TRUE
Rytidosperma gracile,TRUE
Rytidosperma indutum,TRUE
Rytidosperma laeve,TRUE
Rytidosperma lepidopodum,TRUE
Rytidosperma bipartitum,TRUE
Rytidosperma fulvum,TRUE
Rytidosperma longifolium,TRUE
Rytidosperma monticola,TRUE
Rytidosperma nitens,TRUE
Rytidosperma nivicola,TRUE
Rytidosperma nivicola,TRUE
Rytidosperma nudiflorum,TRUE
Rytidosperma occidentale,TRUE
Rytidosperma oreophilum,TRUE
Rytidosperma pallidum,TRUE
Rytidosperma pauciflorum,TRUE
Rytidosperma penicillatum,TRUE
Rytidosperma pilosum,TRUE
Rytidosperma pilosum,TRUE
Rytidosperma pilosum,TRUE
Rytidosperma fulvum,TRUE
Rytidosperma indutum,TRUE
Rytidosperma pumilum,TRUE
Rytidosperma racemosum,TRUE
Rytidosperma racemosum var. obtusatum,TRUE
Rytidosperma racemosum var. racemosum,TRUE
Rytidosperma remotum,TRUE
Rytidosperma richardsonii,TRUE
Rytidosperma semiannulare,TRUE
Rytidosperma setaceum,TRUE
Rytidosperma setaceum,TRUE
Rytidosperma setaceum,TRUE
Rytidosperma sp. Goomalling (A.G.Gunness et al. OAKP 10/63),TRUE
Rytidosperma sp. South-west Swamps (A.C.Beauglehole 22255),TRUE
Rytidosperma tenuius,TRUE
Rytidosperma unarede,TRUE
Rytidosperma vickeryae,TRUE
Sabal palmetto,FALSE
Saccharum officinarum,FALSE
Saccharum spontaneum,TRUE
Sacciolepis indica,TRUE
Sacciolepis myosuroides,TRUE
Sageretia hamosa,TRUE
Sagina apetala,FALSE
Sagina diemensis,TRUE
Sagina maritima,TRUE
Sagina namadgi,TRUE
Sagina procumbens,FALSE
Sagittaria brevirostra,FALSE
Sagittaria calycina,FALSE
Sagittaria calycina var. calycina,FALSE
Sagittaria macrophylla,FALSE
Sagittaria calycina var. calycina,FALSE
Sagittaria platyphylla,FALSE
Salacia chinensis,TRUE
Salacia disepala,TRUE
Salacia erythrocarpa,TRUE
Sarcocornia quinqueflora,TRUE
Salix alba,FALSE
Salix alba var. alba,FALSE
Salix alba var. vitellina,FALSE
Salix alba x (Salix matsudana x Salix alba),FALSE
Salix babylonica,FALSE
Salix babylonica x (Salix matsudana x Salix alba),FALSE
Salix cinerea,FALSE
Salix cinerea subsp. cinerea x Salix x reichardtii,FALSE
Salix matsudana x (Salix matsudana x Salix alba),FALSE
Salix matsudana x Salix alba,FALSE
Salix myricoides,FALSE
Salix nigra,FALSE
Salix purpurea,FALSE
Salix viminalis,FALSE
Salix x calodendron,FALSE
Salix x fragilis,FALSE
Salix x fragilis x Salix nigra,FALSE
Salix x mollisima,FALSE
Salix x pendulina,FALSE
Salix x reichardtii,FALSE
Salix x fragilis,FALSE
Salix x sepulcralis,FALSE
Salix x sericans,FALSE
Salomonia ciliata,TRUE
Salpichroa origanifolia,FALSE
Salsola australis,TRUE
Salsola australis,TRUE
Salsola australis,TRUE
Salsola australis,TRUE
Salsola australis,TRUE
Salsola australis,TRUE
Salvia aethiopis,FALSE
Salvia apiana,FALSE
Salvia aurea,FALSE
Salvia coccinea,FALSE
Salvia farinacea,FALSE
Salvia hispanica,FALSE
Salvia involucrata,FALSE
Salvia leucantha,FALSE
Salvia misella,FALSE
Salvia plebeia,TRUE
Salvia reflexa,FALSE
Salvia splendens,TRUE
Salvia verbenaca,FALSE
Salvia verbenaca var. verbenaca,FALSE
Salvia verbenaca var. vernalis,FALSE
Salvinia x molesta,FALSE
Samadera baileyana,TRUE
Samadera bidwillii,TRUE
Samadera sp. Barong (B.Gray 742),TRUE
Samadera sp. Dam Creek (T.S.Ryan 1006),TRUE
Samadera sp. Kennedy River (J.R.Clarkson 5645),TRUE
Samadera sp. Mary River (I.D.Cowie 1454),TRUE
Samadera sp. Moonee Creek (J.King s.n. Nov. 1949),TRUE
Samadera sp. Mt Goonanaman (J.Randall 738),TRUE
Samadera sp. Mt Nardi (B.L.Walker AQ330746),TRUE
