taxon_name,med_w,med_w_lwr,med_w_upr,med_w_warnings,med_w_messages,med_wo,med_wo_lwr,med_wo_upr,med_wo_warnings,med_wo_messages,num_unburnt_pixels,num_pixels
Calamus caryotoides,74239.03685308195,14285.622925080163,385802.88880488765,NA,NA,4949.915896806271,2919.255864278175,8393.120892647014,NA,NA,67,77
Calamus moti,116012.70889628127,11647.240419878795,1155548.2792715759,NA,NA,1469.3846450596507,906.4818370971342,2381.836178925798,NA,NA,47,49
Calamus muelleri,9172.859227513489,8792.73136743318,9569.420796753218,Ran out of iterations and did not converge,NA,19534.898886402993,0,Inf,Ran out of iterations and did not converge,NA,644,651
Calandrinia balonensis,14588.82074511297,12143.014006192872,17527.253993489125,NA,NA,5383.064043086446,4903.01038580677,5910.119745178171,NA,NA,309,515
Calandrinia brevipedata,31427.469034297395,0,Inf,Ran out of iterations and did not converge,NA,22600.713260993787,0,Inf,Ran out of iterations and did not converge,NA,66,72
Calandrinia calyptrata,368121.3443242833,81495.52058768686,1662831.5663228247,NA,NA,19081.70480345062,11272.335664141421,32301.332133349333,NA,NA,1072,1242
Calandrinia corrigioloides,47212.003389951766,3753.1016367103553,593901.6525133441,NA,NA,11430.242237016178,5292.034827883287,24688.128828722416,NA,NA,193,233
Calandrinia eremaea,362658.7352368202,157864.16188549218,833129.9306486667,NA,NA,12990.911371652312,10390.653683457114,16241.882696447972,NA,NA,4216,4570
Calandrinia granulifera,1377502.8953926056,43055.57119217407,44071282.165684275,NA,NA,32284.713770309783,9299.35715615204,112083.31132236289,NA,NA,767,863
Calandrinia pickeringii,16646.162977087373,11759.084967954097,23564.311561222177,NA,NA,6612.365864051898,5519.45673327562,7921.68222942666,NA,NA,111,176
Calandrinia ptychosperma,64940.38280447169,25385.46485839626,166128.66230009045,NA,NA,8811.793702426829,6588.3186455851255,11785.663752945724,NA,NA,331,398
Calandrinia pumila,26174.582696071877,15895.986467510707,43099.481791443264,NA,NA,5214.789895080187,4297.248730270257,6328.242872764819,NA,NA,156,208
Calandrinia volubilis,NA,NA,NA,Ran out of iterations and did not converge,NA,NA,NA,NA,"no non-missing arguments to max; returning -Inf, Ran out of iterations and did not converge",NA,160,160
Calectasia intermedia,27518.088415158207,14331.007536120276,52839.63378819542,NA,NA,12240.765808875472,7870.578149058721,19037.527453514245,NA,NA,65,170
Calectasia valida,57066.92809551963,1047.3447184037254,3109419.6829699874,NA,NA,11964.174167539768,3329.385097304024,42993.36343733114,NA,NA,68,80
Callicarpa longifolia,87002.98735135091,4676.5448747763285,1618613.743853228,NA,NA,4908.940232074157,3140.648053253192,7672.841335123516,NA,NA,62,66
Callicarpa pedunculata,194416.6450984256,46276.330441434344,816785.4177453134,NA,NA,7849.665279962585,4771.705183112331,12913.045262209696,NA,NA,210,245
Callicoma serratifolia,43198.94543698256,33692.453921573986,55387.74027000926,NA,NA,11700.037486828414,10409.086997066408,13151.093581192092,NA,NA,1829,2547
Callistemon acuminatus,92552.34934306561,14891.674015418108,575216.551211912,NA,NA,15254.12997230777,5416.26090161049,42961.09169018612,NA,NA,43,67
Callistemon brachyandrus,15481.972820978945,8669.612397582567,27647.312409995,Ran out of iterations and did not converge,NA,4446.143218128427,2126.4269608162167,9296.434761399694,NA,NA,53,54
Callistemon citrinus,42413.11152694363,31863.557320727254,56455.467645691635,NA,NA,13036.867736511243,11139.225396256385,15257.786276270783,NA,NA,948,1529
Callistemon comboynensis,13806.340052506906,10212.742457818898,18664.43087473742,NA,NA,7184.4257042480585,6207.457273566667,8315.15553391844,NA,NA,98,146
Callistemon flavovirens,9158.506595809926,7229.315081779118,11602.515883821688,NA,NA,6304.930735419183,5333.6205533479615,7453.127042095393,NA,NA,25,64
Callistemon forresterae,27464.23524678857,0,Inf,Ran out of iterations and did not converge,NA,30813.66923737727,0,Inf,Ran out of iterations and did not converge,NA,2,14
Callistemon genofluvialis,10928.692634526064,2028.3281013804003,58884.12363791655,Ran out of iterations and did not converge,NA,30820.122963420992,0,Inf,Ran out of iterations and did not converge,NA,3,4
Callistemon kenmorrisonii,30630.236588773438,0,Inf,Ran out of iterations and did not converge,NA,30630.236588773492,0,Inf,Ran out of iterations and did not converge,NA,0,5
Callistemon linearis,36315.11097825546,26832.106916450834,49149.598630827575,NA,NA,10148.35399834431,8880.784608488877,11596.84570857249,NA,NA,1000,1381
Callistemon montanus,11935.032449757322,6024.642401984314,23643.72689237847,NA,NA,6624.19574932507,5971.634630108792,7348.066659024131,NA,NA,34,37
Callistemon nyallingensis,NA,NA,NA,Ran out of iterations and did not converge,NA,NA,NA,NA,"no non-missing arguments to max; returning -Inf, Ran out of iterations and did not converge",NA,4,4
Callistemon pachyphyllus,12474.217215199995,10717.312859311842,14519.133403555728,NA,NA,5333.958288810354,4873.9648990928645,5837.364777096355,NA,NA,295,514
Callistemon pallidus,20685.944890228235,16719.55027140845,25593.29103087847,NA,NA,9637.495178474239,8635.885312543454,10755.27406324002,NA,NA,625,1028
Callistemon pinifolius,31960.475088237665,14713.255260157133,69425.28691335647,NA,NA,10092.864645649577,7125.377441295926,14296.213441975415,NA,NA,129,179
Callistemon pityoides,11828.70087205719,10592.7270790471,13208.889767147039,NA,NA,8180.382999502184,7563.454952091638,8847.631993899613,NA,NA,256,712
Callistemon pungens,16560.173632451628,10814.304759545612,25358.944179456324,NA,NA,9553.591782057976,7323.693440555447,12462.443530580595,NA,NA,62,129
Callistemon rugulosus,5313130.180040262,26128.136288365993,1080419667.07837,NA,NA,155904.02161880193,10368.633931789675,2344191.5412207553,NA,NA,624,784
Callistemon salignus,35404.225146213976,24494.691294175434,51172.68648745398,NA,NA,10076.425459557488,8899.153136881632,11409.439581528206,NA,NA,1991,2329
Callistemon shiressii,26273.573161366483,14166.104407585528,48729.03847129933,NA,NA,7592.106467215433,5841.24113837315,9867.779679711663,NA,NA,123,163
Callistemon sieberi,32394.19977434714,22530.548809866927,46576.05937058894,NA,NA,9780.35003013912,8535.89869855627,11206.23030920238,NA,NA,1010,1294
Callistemon subulatus,10116.189190309757,8278.97541167454,12361.104924871486,NA,NA,8632.887163757443,7549.829972059454,9871.313798850833,NA,NA,57,175
Callistemon teretifolius,11785.049938449085,0,Inf,Ran out of iterations and did not converge,NA,10660.01666329742,0,Inf,Ran out of iterations and did not converge,NA,121,141
Callistemon viminalis,46221.32984373015,33047.981252971476,64645.74390094731,NA,NA,6220.825879943157,5444.477442325062,7107.876750067741,NA,NA,795,1024
Callistemon viridiflorus,3233.0205705638064,2258.8514166922196,4627.317198665009,Ran out of iterations and did not converge,NA,19454.334300787952,0,Inf,Ran out of iterations and did not converge,NA,476,516
Callistemon wimmerensis,11999.330107858126,0,Inf,Ran out of iterations and did not converge,NA,6719.911720143739,0,Inf,Ran out of iterations and did not converge,NA,12,19
Callitriche brachycarpa,8788.579675757504,6761.05364523853,11424.126588839234,Ran out of iterations and did not converge,NA,5716.972966786063,0,Inf,Ran out of iterations and did not converge,NA,16,17
Callitriche muelleri,56061.7973462609,25890.121543991332,121394.7611776528,NA,NA,20160.995029563113,12440.5297034798,32672.702068978215,NA,NA,187,344
Callitriche palustris var. palustris,14233.637490650543,5864.3522043329685,34547.11264878683,NA,NA,7393.90330057295,4425.201703626067,12354.195284121477,NA,NA,10,18
Callitriche sonderi,10379.949935821947,9069.447169558218,11879.815677389106,Ran out of iterations and did not converge,NA,18790.922048444576,0,Inf,Ran out of iterations and did not converge,NA,199,208
Callitriche umbonata,3615602.486141792,6039.334932693982,2164573000.749836,NA,NA,19501.158335853535,2428.2842746555,156610.64909460922,NA,NA,95,104
Callitris acuminata,11243.119771959404,7305.292449894225,17303.584089703996,Ran out of iterations and did not converge,NA,14719.953663385611,1999.717506356943,108353.82255914657,NA,NA,43,48
Callitris baileyi,410352.54434072325,1354.6021789406097,124308976.6610276,NA,NA,8040.300842631238,2593.081804080293,24930.35026442034,NA,NA,93,97
Callitris canescens,10023.561871924845,8572.843417515964,11719.77460768996,Ran out of iterations and did not converge,NA,13716.250088120843,4588.791520734512,40998.92436380743,NA,NA,169,191
Callitris columellaris,16576.681278209406,13405.03444814811,20498.743458081855,NA,NA,2697.181240707919,2404.668926320638,3025.2757731426245,NA,NA,493,650
Callitris endlicheri,45326.342299771,36376.10360999117,56478.76221992406,NA,NA,10373.871786284742,9536.938818393117,11284.251465545936,NA,NA,3672,4791
Callitris glaucophylla,363782.59387154336,240201.4359445273,550944.9811718469,NA,NA,11252.911597041659,9982.511151651515,12684.986521641415,NA,NA,8788,9768
Callitris gracilis,2028449.8166531597,289449.0017941938,14215314.729624955,NA,NA,30548.54575793586,16013.178369067135,58277.85255470592,NA,NA,2957,3232
Callitris intratropica,1534.8650797347,1470.8521479679182,1601.6639172358132,NA,NA,1310.5030232356849,1264.8353341779161,1357.8195734278029,NA,NA,128,641
Callitris macleayana,824104.7804495312,7053.001514098404,96292151.33474787,NA,NA,12264.74469453369,3611.3704185069496,41652.875498792484,NA,NA,152,162
Callitris monticola,7290.894146825465,6372.759391520164,8341.306205746087,NA,NA,5551.098657501175,4965.609363464962,6205.622321408114,NA,NA,31,90
Callitris muelleri,14547.653047550735,10243.805691986838,20659.725062674872,NA,NA,8775.742208812491,7043.210299268813,10934.452904739812,NA,NA,62,127
Callitris oblonga,36914.393850937675,7249.035778764056,187979.82448563355,NA,NA,19582.80796903968,6511.268090043967,58895.803804892035,NA,NA,37,74
Callitris oblonga subsp. parva,10234.569756685769,6619.907278782263,15822.94338777129,NA,NA,8094.573612157744,6364.426737846247,10295.054788361596,NA,NA,12,27
Callitris preissii,155486.079413357,18308.441763201092,1320479.4380660497,NA,NA,20818.600440400805,8495.148841690154,51019.014778183286,NA,NA,274,340
Callitris rhomboidea,63955.716690323025,39456.21429602863,103667.66732064734,NA,NA,15523.94628399219,12244.929661703569,19681.03655033549,NA,NA,1034,1608
Callitris roei,88942.60783918585,5256.095735639625,1505069.1401214588,NA,NA,7744220092683801e17,7744220092683801e17,7744220092683801e17,NA,NA,121,151
Callitris verrucosa,1387464.8441925175,136335.07798755163,14120054.224386299,NA,NA,59191.523007199925,20374.58074636701,171961.15294478438,NA,NA,1521,1885
Calocephalus citreus,286125.7047854455,160811.00655218752,509094.00229641376,NA,NA,10158.22061064631,8473.078321608888,12178.507274197573,NA,NA,2664,3018
Calocephalus lacteus,545729.5388230238,143826.69145119668,2070691.6535380837,NA,NA,10278.118420815797,7116.482635035125,14844.372380287787,NA,NA,1007,1097
Calocephalus platycephalus,44213.97343136645,25702.95860302769,76056.43680098769,NA,NA,7569.683221186146,6320.383770344655,9065.921651460483,NA,NA,435,559
Calocephalus sonderi,3017031.5065513984,32832.73930852442,277237882.1635667,NA,NA,16935.678094120783,6100.5410266928175,47015.04198606624,NA,NA,1044,1076
Calochilus richiae,NA,NA,NA,Ran out of iterations and did not converge,NA,NA,NA,NA,"no non-missing arguments to max; returning -Inf, Ran out of iterations and did not converge",NA,1,1
Calochlaena dubia,35156.88675520791,31324.72971268741,39457.856385521976,NA,NA,12180.596396184592,11468.304864089458,12937.128052056245,NA,NA,5577,8698
Calomeria amaranthoides,22741.906919121884,16012.909581344344,32298.585568768565,NA,NA,14181.374572619769,10832.721808505643,18565.175800142642,NA,NA,115,349
Calophyllum australianum,18209.231476190263,9855.756034933134,33642.88947273309,NA,NA,2993.576998455008,2275.4941902608734,3938.2668099238285,NA,NA,60,76
Calorophus elongatus,88040.15121781723,15467.060639177738,501133.8875094884,NA,NA,20411.04947981409,8643.575405475,48198.91321865835,NA,NA,169,241
Calorophus erostris,8506.741252029096,7792.259291500741,9286.734953481826,Ran out of iterations and did not converge,NA,13498.228646233947,0,Inf,Ran out of iterations and did not converge,NA,69,80
Calostemma luteum,10858.06108389612,8807.930614864712,13385.37911534515,Ran out of iterations and did not converge,NA,73536.61613806119,0,Inf,Ran out of iterations and did not converge,NA,91,92
Calostemma purpureum,2442019.714955658,84313.40173046514,70729684.31870678,NA,NA,26751.67058285457,8905.103470405134,80364.24072465149,NA,NA,715,780
Calothamnus gracilis,24134.164704706665,9126.037647734523,63823.7456908257,NA,NA,7938.610044610278,6060.567856164078,10398.617907773983,NA,NA,109,136
Calothamnus hirsutus,7805.5257256120885,0,Inf,Ran out of iterations and did not converge,NA,15858.873093599435,0,Inf,Ran out of iterations and did not converge,NA,29,39
Calothamnus huegelii,17024520.251508914,1.7784581414147056,162969418871721.8,NA,NA,392183.6594983323,28.719371714792455,5355549707.178384,NA,NA,15,21
Calothamnus sanguineus,82340.4817741622,19154.680232855415,353958.1374567507,NA,NA,12440.739255255074,7409.457311926453,20888.438478229687,NA,NA,271,343
Calothamnus torulosus,8577.700916870988,0,Inf,Ran out of iterations and did not converge,NA,16219.014175916556,0,Inf,Ran out of iterations and did not converge,NA,33,43
Calotis ancyrocarpa,9899.427571925284,7740.316141026551,12660.809257178145,Ran out of iterations and did not converge,NA,15026.743302716357,0,Inf,Ran out of iterations and did not converge,NA,48,51
Calotis anthemoides,659770.243874921,82907.22014218694,5250408.5163660515,NA,NA,15623.76192851611,7730.576445294751,31576.162337483027,NA,NA,407,461
Calotis cuneata,294113.7951368875,36294.65432730853,2383351.6558590587,NA,NA,11580.231939073123,6196.140901628863,21642.789260566344,NA,NA,304,343
Calotis cuneifolia,234451.4011909857,130186.6457841767,422220.41430840397,NA,NA,11889.563044766326,10003.506143149316,14131.216332813636,NA,NA,3952,4439
Calotis cymbacantha,10451.96716674499,9207.007424780626,11865.268769164517,Ran out of iterations and did not converge,NA,7849.216406789692,5148.180439807778,11967.37350622403,NA,NA,296,316
Calotis dentex,21228.021907457307,16921.24486681513,26630.955207511466,NA,NA,8175.899262865539,7313.704104071397,9139.736555559266,NA,NA,503,775
Calotis erinacea,146385.50214776033,59642.28571186514,359287.2906074581,NA,NA,10354.71706040057,7832.738581362825,13688.720016274981,NA,NA,869,1015
Calotis glandulosa,25073.300415348138,13163.830198231773,47757.40679204008,NA,NA,9789.560194111304,7306.811874092561,13115.910255460134,NA,NA,139,191
Calotis hispidula,312600.5817626055,144915.41853834884,674318.334818597,NA,NA,10865.86322067388,9078.277031332193,13005.439591995733,NA,NA,5329,5690
Calotis lappulacea,1502794.3175728666,436733.6674929501,5171093.801614803,NA,NA,26048.78665556377,17450.584922617414,38883.46947887306,NA,NA,4368,4761
Calotis latiuscula,20636.546519382602,14701.505774301846,28967.580517572245,NA,NA,7030.809564290977,6023.23411066976,8206.933720500656,NA,NA,207,319
Calotis moorei,NA,NA,NA,Ran out of iterations and did not converge,NA,NA,NA,NA,"no non-missing arguments to max; returning -Inf, Ran out of iterations and did not converge",NA,11,11
Calotis multicaulis,436221.6758525079,32409.530165212418,5871401.082136712,NA,NA,10279.593426051044,5559.41268951573,19007.410837513606,NA,NA,419,445
Calotis plumulifera,218163.36165332838,57499.411402236066,827751.992710485,NA,NA,9340.00666857442,6550.225880857056,13317.971953297036,NA,NA,642,712
Calotis pubescens,10293.695729221661,7113.60554795637,14895.424134985511,NA,NA,7650.77876522259,6054.110123276099,9668.54162254746,NA,NA,13,30
Calotis scabiosifolia,81804.36859817171,30603.36054962501,218667.31631953196,NA,NA,10443.397935303563,7852.206022586997,13889.671274719063,NA,NA,752,844
Calotis scabiosifolia var. integrifolia,11817.175158476019,10236.100103509829,13642.464152750905,NA,NA,7617.846461613139,7067.5196266429,8211.025618372008,NA,NA,214,391
Calotis scapigera,6721429.327432246,15845.495828314299,2851132756.7887483,NA,NA,41240.1321042311,6204.169096648793,274129.9389942642,NA,NA,775,818
Calycopeplus collinus,1978.9612019440613,1798.2903811468104,2177.7836771291513,NA,NA,1871.152746234839,1709.5460125317127,2048.0364810755464,NA,NA,8,123
Calystegia marginata,36660.14211140543,24416.726231287113,55042.842635730274,NA,NA,14623.486890686203,11565.453645110629,18490.097786391278,NA,NA,473,810
Calystegia sepium,864760.6325466703,24086.083506496074,31047428.337646976,NA,NA,20979.817701411837,7240.346570938626,60791.668806457856,NA,NA,530,568
Calystegia soldanella,13147.92971894712,4356.094547380017,39684.18362231014,NA,NA,7875.950585473775,6157.473799840063,10074.033547075094,NA,NA,99,117
Calytrix achaeta,962.8414657692159,931.4409922831394,995.3005030755651,NA,NA,933.6759623051762,905.4177018747295,962.8161684728236,NA,NA,28,496
Calytrix alpestris,81213.80819678638,28362.320861779674,232550.87882150628,NA,NA,20144.94620046932,11337.857576771527,35793.25764783167,NA,NA,291,504
Calytrix arborescens,1201.9247832778144,1087.3137635965643,1328.6166633989508,NA,NA,1128.32965852334,1029.2657934839992,1236.928134951361,NA,NA,8,85
Calytrix breviseta subsp. stipulosa,Inf,NA,NA,Ran out of iterations and did not converge,NA,29383.023545290776,4603.706326079745,187536.30477517963,NA,NA,88,107
Calytrix brownii,1463.0651930464844,1397.9652288771604,1531.1967099664096,NA,NA,1306.6957186164539,1255.5010295846373,1359.9779377444686,NA,NA,79,532
Calytrix carinata,5716.1209186482565,5238.853969992841,6236.8675561027085,NA,NA,4115.486314933765,3843.930006812225,4406.226850746736,NA,NA,104,382
Calytrix decussata,2335.6831831223053,2009.7188290179733,2714.517002652592,NA,NA,2007.9581868850114,1758.559463477434,2292.7266117608206,NA,NA,11,68
Calytrix depressa,249678.282686551,25428.849874457395,2451516.4922155347,NA,NA,21083.612987533146,7888.319247936497,56351.51451614468,NA,NA,188,241
Calytrix exstipulata,1498.3908357821504,1458.970003190745,1538.8768047634749,NA,NA,1320.103083574961,1289.5341270269216,1351.3966902775426,NA,NA,276,1697
Calytrix flavescens,409040.8033779253,19623.04469483335,8526422.959843315,NA,NA,34624.56938051171,8431.120388198433,142194.72022532014,NA,NA,226,292
Calytrix fraseri,83658.62012887199,7458.697318732853,938336.068992799,NA,NA,11841.625544878772,5456.697993498525,25697.60974717637,NA,NA,125,151
Calytrix glaberrima,8654.057945871886,7198.985805323661,10403.231921241615,Ran out of iterations and did not converge,NA,8321.656291207233,0,Inf,Ran out of iterations and did not converge,NA,29,32
Calytrix involucrata,257098859.84814158,1399.688564053267,47224665138222.125,NA,NA,419220.32972631033,1708.186955976095,102884338.41564591,NA,NA,282,312
Calytrix leschenaultii,499132.9613571682,115437.1957617389,2158175.373797071,NA,NA,19594.55407653863,10950.902004364136,35060.72370160805,NA,NA,557,668
Calytrix longiflora,23188.300436548216,14295.171538399907,37613.90870275691,NA,NA,4892.070938054598,3929.4836906426112,6090.458682892405,NA,NA,125,180
Calytrix megaphylla,2367.79047404478,2045.8181740974414,2740.4350005105425,NA,NA,2094.0836269068996,1832.822028236899,2392.587042779012,NA,NA,10,77
Calytrix tetragona,37099.19284766898,32177.76831249446,42773.324009984404,NA,NA,10142.320359443462,9569.775146693979,10749.1200886907,NA,NA,5780,8078
Calytrix verticillata,1588.882057271072,1482.960498067812,1702.3691428107848,NA,NA,1554.0532323714385,1454.2967230778827,1660.6524725798886,NA,NA,4,138
Camptacra barbata,22017.917430925543,14536.104654835122,33350.66027017089,NA,NA,4488.547034295922,3704.854387686607,5438.015201365839,NA,NA,159,224
Campynema lineare,10560.446979635244,8653.368291966986,12887.818551905973,Ran out of iterations and did not converge,NA,11474.555233384897,4560.051972446535,28873.666045819326,NA,NA,139,154
Cananga odorata,5433605.059869282,8.563342405970277,3447726664071.3945,NA,NA,12055.52355855187,560.7557355773445,259178.1751838242,NA,NA,49,51
Canarium acutifolium var. acutifolium,NA,NA,NA,Ran out of iterations and did not converge,NA,NA,NA,NA,"no non-missing arguments to max; returning -Inf, Ran out of iterations and did not converge",NA,15,15
Canarium australasicum,458777.051863667,7152.3948301218525,29427399.95704796,NA,NA,9349.547417313745,3691.1966836342394,23681.760794857677,NA,NA,163,172
Canarium australianum,1510.2645985151228,1426.2486073903717,1599.229717532515,NA,NA,1150.3803042600157,1097.272462839056,1206.0585581499943,NA,NA,186,599
Canarium vitiense,10492.753838767234,4782.757962249462,23019.74801776975,NA,NA,1518.6602253740407,990.3171045930051,2328.8791735864997,NA,NA,26,32
Cansjera leptostachya,5574.3179927124975,3927.865281503683,7910.918235969339,NA,NA,1474.744370036217,1194.886158988004,1820.1490916887883,NA,NA,59,82
Capillipedium spicigerum,19707.415760878677,14987.697833324568,25913.4017973445,NA,NA,3989.651517994029,3407.1249226191403,4671.774471596424,NA,NA,326,472
Capparis arborea,94423.1590289873,43801.83528070018,203547.01815295513,NA,NA,13886.346289941406,10320.663655254079,18683.935425606363,NA,NA,837,1017
Capparis canescens,8036.111126577821,6220.506694034733,10381.643363656724,NA,NA,3424.844928585441,2870.1047051447717,4086.8065767188673,NA,NA,82,162
Capparis lasiantha,8362.451528514961,7479.41681338879,9349.739065428255,NA,NA,2277.4280133035936,2127.2215530399317,2438.2407880212872,NA,NA,707,1047
Capparis loranthifolia,7708.385920997906,7410.844278299677,8017.873709886098,Ran out of iterations and did not converge,NA,20052.920168529996,0,Inf,Ran out of iterations and did not converge,NA,17,21
Capparis loranthifolia var. loranthifolia,13141.38455661547,8743.592126747682,19751.148676818306,NA,NA,3087.151748608507,2537.0007900206865,3756.603449405649,NA,NA,77,108
Capparis mitchellii,216643.81152233097,83116.39035611022,564684.5450077094,NA,NA,8012.2792662367865,6275.629530311578,10229.510637951975,NA,NA,1034,1139
Capparis sarmentosa,207957105.3287833,0.3059022324795666,141372481351915150,NA,NA,605053.9884121177,50.18244350742456,7295187386.386375,NA,NA,130,146
Capparis sepiaria,2118.078666933353,1921.7391867064746,2334.4776806091127,NA,NA,1297.2009480307306,1207.4451121714658,1393.628813938888,NA,NA,135,296
Capparis spinosa subsp. nummularia,54016.000719281976,20244.355693185884,144125.52209243985,NA,NA,8330.922013531495,5448.626409406719,12737.937303926992,NA,NA,115,154
Capparis umbonata,1911.3773866873785,1799.7653468532583,2029.9110218604224,NA,NA,1521.7474289563047,1446.5646929935451,1600.8376595608333,NA,NA,126,504
Carallia brachiata,1721.0761382770634,1631.6346412198518,1815.420559796491,NA,NA,1286.969048773701,1233.39418442242,1342.871041083351,NA,NA,210,654
Cardamine astoniae,11758.017489686123,8776.239196241304,15752.872294886283,NA,NA,8019.617229222128,6675.354296160374,9634.583821300641,NA,NA,41,92
Cardamine franklinensis,10541.09274146095,6353.387865702852,17489.03711418355,NA,NA,8330.25152551858,5713.222539345938,12146.050674642378,NA,NA,6,23
Cardamine gunnii,90493.08428255825,25319.861750371,323421.9200604518,NA,NA,17422.08141922431,9239.105225826966,32852.631673638374,NA,NA,167,242
Cardamine lilacina,17433.247799991015,13187.560318868207,23045.81905275219,NA,NA,9139.155517154639,7879.200026318808,10600.589309541992,NA,NA,229,395
Cardamine lineariloba,9827.872882516,7581.263424314872,12740.236025187605,Ran out of iterations and did not converge,NA,19192.60143519744,0,Inf,Ran out of iterations and did not converge,NA,35,36
Cardamine microthrix,135469.92870602256,2417.7163962596615,7590675.900617023,NA,NA,19056046946525887e104,19056046946525887e104,19056046946525887e104,NA,NA,69,93
Cardamine moirensis,966160.1080320681,7026.968609223052,132840404.76961057,NA,NA,8338.864225756364,3131.324234068272,22206.789006086452,NA,NA,185,193
Cardamine papillata,14144.511538636401,9610.80356948761,20816.907266921145,NA,NA,7492.212176200739,6433.080896365113,8725.716992759666,NA,NA,84,123
Cardamine paucijuga,24479.37016953532,15184.616801728022,39463.59474998025,NA,NA,9616.399135113503,8018.896998077822,11532.151160936277,NA,NA,471,597
Cardamine robusta,10817.833286677644,6271.200325779909,18660.78436966488,NA,NA,7752.618596477088,6336.1585093255935,9485.730985735652,NA,NA,21,42
Cardamine tenuifolia,122212.26649718716,16318.55151141362,915267.3919577332,NA,NA,15118.281575356812,6862.10616959591,33307.913364044085,NA,NA,158,200
Cardamine tryssa,9176.417443027294,5415.879275385821,15548.100835888174,NA,NA,5063.521466850936,3185.8010260716055,8047.975826310753,Ran out of iterations and did not converge,NA,4,5
Cardiopteris moluccana,834301.3641684175,57.014488253862616,12208454159.125511,NA,NA,3992.922094386998,1289.7515770368134,12361.626173370267,NA,NA,41,42
Cardwellia sublimis,206809.71324656918,14864.07600489147,2877424.5690787155,NA,NA,2958.4256466519287,1981.2889260056468,4417.4689475566865,NA,NA,114,118
Carex alsophila,397463.94286727364,160.14235605612328,986482213.5140479,NA,NA,28308.514841669756,993.2147361280471,806846.6801702,NA,NA,87,120
Carex appressa,65301.49002519659,53828.15592662511,79220.3360138071,NA,NA,12594.696969910614,11679.71908176132,13581.353340217012,NA,NA,9328,11746
Carex archeri,8115376.530090558,279.5043255702273,235629041127.65558,NA,NA,83671.63387363008,684.4931777636733,10227921.245257348,NA,NA,41,49
Carex austrocompacta,341685.72683922976,4341.135370564625,26893687.010379508,NA,NA,22137.47995150672,4961.525752765573,98773.6521029235,NA,NA,235,261
Carex austrosulcata,11623.361201068536,6500.302590426976,20784.036393855215,Ran out of iterations and did not converge,NA,22963.594703646326,0,Inf,Ran out of iterations and did not converge,NA,26,30
Carex austrotenella,205333.46223138054,58422.73016143315,721668.2718425611,NA,NA,18782.589736721864,11647.913660933229,30287.456405282508,NA,NA,892,1062
Carex bichenoviana,754723.6349925727,12556.1481557594,45364849.00866099,NA,NA,19777.91450019719,6254.904304767532,62537.47186491097,NA,NA,670,713
Carex blakei,13081.451300611978,9963.83210892447,17174.55355123947,NA,NA,10095.12273271174,8040.750927369166,12674.376300057527,NA,NA,39,178
Carex brownii,235212.87613978705,11895.735856413674,4650834.363653242,NA,NA,8162.191074516426,3165.6867814198795,21044.8372618325,NA,NA,72,81
Carex canescens,85623.66930766022,20449.184149063232,358518.59381115745,NA,NA,22331.804928657275,8679.976674398906,57455.16722902213,NA,NA,53,101
Carex chlorantha,12247.987500861542,8681.116484068503,17280.403747209646,NA,NA,7667.1820772443925,6894.352184695135,8526.643175571546,NA,NA,114,160
Carex echinata,21988.883106136458,11282.679304435916,42854.26955858212,NA,NA,12148.014363244136,7565.546463422522,19506.093007698717,NA,NA,36,88
Carex fascicularis,49745.85174758454,29192.6322889055,84769.66864797377,NA,NA,10881.573118651011,8914.276300256712,13283.033815447061,NA,NA,843,1073
Carex gaudichaudiana,26976.60566649454,22619.28716127776,32173.30626277954,NA,NA,10244.083841322525,9382.939887485085,11184.261543443909,NA,NA,1576,2434
Carex gunniana,41366.159158058166,7422.909298003398,230524.051257108,NA,NA,9867.818915436263,5801.905498802132,16783.081035695213,NA,NA,123,144
Carex gunniana var. brevior,12355.723823319948,0,Inf,Ran out of iterations and did not converge,NA,10549.90847913552,0,Inf,Ran out of iterations and did not converge,NA,1,2
Carex hebes,27033.151989696533,19008.820065617754,38444.85370345812,NA,NA,16483.585591365067,12506.578232862994,21725.254413225623,NA,NA,145,471
Carex hypandra,86976.48645514858,694.9193956536379,10886023.96680428,NA,NA,20673.64472725176,2154.819544273658,198345.8835077027,NA,NA,44,56
Carex incomitata,21672.689701243304,16099.604935295085,29174.969247639416,NA,NA,9439.574875371885,8265.945705679731,10779.840202256037,NA,NA,504,762
Carex inversa,93887.01180579649,70203.33966864544,125560.56488803554,NA,NA,11766.263435593575,10722.954512169836,12911.08295560338,NA,NA,8759,10036
Carex iynx,36260.94712107169,15981.725546513411,82272.48567686774,NA,NA,9319.843071365087,7329.458981536642,11850.734835091649,NA,NA,489,569
Carex jackiana,20540.857157742674,12350.785849382324,34161.94061820681,NA,NA,12538.119992182803,8575.18950837011,18332.47565956755,NA,NA,48,138
Carex longebrachiata,61651.32756171254,39883.6251675632,95299.41609251655,NA,NA,16737.829238122238,13487.678532763288,20771.174737298745,NA,NA,1344,1861
Carex nemoralis,36386.31300434186,13898.53040565849,95259.26377877432,NA,NA,15393.004319455822,8685.240996762324,27281.290417515607,NA,NA,84,145
Carex polyantha,27937.887542072254,18686.671242528784,41769.106449365165,NA,NA,9419.893811195152,7609.7382418830175,11660.63754017321,NA,NA,237,388
